id;name;date;runhour
Filling 5 Line F5L1003;F UNV 5LINE AC;10/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;11/02/2019;125
Filling 5 Line F5L1003;F UNV 5LINE AC;12/02/2019;195
Filling 5 Line F5L1003;F UNV 5LINE AC;13/02/2019;685
Filling 5 Line F5L1003;F UNV 5LINE AC;14/02/2019;625
Filling 5 Line F5L1003;F UNV 5LINE AC;15/02/2019;600
Filling 5 Line F5L1003;F UNV 5LINE AC;16/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;17/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;18/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;19/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;20/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;21/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;22/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;23/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;24/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;25/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;26/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;27/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;28/02/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;01/03/2019;490
Filling 5 Line F5L1003;F UNV 5LINE AC;02/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;03/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;04/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;05/03/2019;475
Filling 5 Line F5L1003;F UNV 5LINE AC;06/03/2019;535
Filling 5 Line F5L1003;F UNV 5LINE AC;07/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;08/03/2019;880
Filling 5 Line F5L1003;F UNV 5LINE AC;09/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;10/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;11/03/2019;460
Filling 5 Line F5L1003;F UNV 5LINE AC;12/03/2019;535
Filling 5 Line F5L1003;F UNV 5LINE AC;13/03/2019;335
Filling 5 Line F5L1003;F UNV 5LINE AC;14/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;15/03/2019;310
Filling 5 Line F5L1003;F UNV 5LINE AC;16/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;17/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;18/03/2019;350
Filling 5 Line F5L1003;F UNV 5LINE AC;19/03/2019;630
Filling 5 Line F5L1003;F UNV 5LINE AC;20/03/2019;525
Filling 5 Line F5L1003;F UNV 5LINE AC;21/03/2019;705
Filling 5 Line F5L1003;F UNV 5LINE AC;22/03/2019;440
Filling 5 Line F5L1003;F UNV 5LINE AC;23/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;24/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;25/03/2019;675
Filling 5 Line F5L1003;F UNV 5LINE AC;26/03/2019;285
Filling 5 Line F5L1003;F UNV 5LINE AC;27/03/2019;365
Filling 5 Line F5L1003;F UNV 5LINE AC;28/03/2019;575
Filling 5 Line F5L1003;F UNV 5LINE AC;29/03/2019;340
Filling 5 Line F5L1003;F UNV 5LINE AC;30/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;31/03/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;01/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;02/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;03/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;04/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;05/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;06/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;07/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;08/04/2019;630
Filling 5 Line F5L1003;F UNV 5LINE AC;09/04/2019;565
Filling 5 Line F5L1003;F UNV 5LINE AC;10/04/2019;685
Filling 5 Line F5L1003;F UNV 5LINE AC;11/04/2019;715
Filling 5 Line F5L1003;F UNV 5LINE AC;12/04/2019;630
Filling 5 Line F5L1003;F UNV 5LINE AC;13/04/2019;670
Filling 5 Line F5L1003;F UNV 5LINE AC;14/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;15/04/2019;220
Filling 5 Line F5L1003;F UNV 5LINE AC;16/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;17/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;18/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;19/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;20/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;21/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;22/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;23/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;24/04/2019;320
Filling 5 Line F5L1003;F UNV 5LINE AC;25/04/2019;490
Filling 5 Line F5L1003;F UNV 5LINE AC;26/04/2019;350
Filling 5 Line F5L1003;F UNV 5LINE AC;27/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;28/04/2019;0
Filling 5 Line F5L1003;F UNV 5LINE AC;29/04/2019;305
Filling 5 Line F5L1003;F UNV 5LINE AC;30/04/2019;555
Filling 6 Line F6L1001;F UNV 6LINE AQ;01/10/2018;625
Filling 6 Line F6L1001;F UNV 6LINE AQ;02/10/2018;660
Filling 6 Line F6L1001;F UNV 6LINE AQ;03/10/2018;710
Filling 6 Line F6L1001;F UNV 6LINE AQ;04/10/2018;745
Filling 6 Line F6L1001;F UNV 6LINE AQ;05/10/2018;475
Filling 6 Line F6L1001;F UNV 6LINE AQ;06/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;07/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;08/10/2018;485
Filling 6 Line F6L1001;F UNV 6LINE AQ;09/10/2018;285
Filling 6 Line F6L1001;F UNV 6LINE AQ;10/10/2018;665
Filling 6 Line F6L1001;F UNV 6LINE AQ;11/10/2018;675
Filling 6 Line F6L1001;F UNV 6LINE AQ;12/10/2018;465
Filling 6 Line F6L1001;F UNV 6LINE AQ;13/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;14/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;15/10/2018;630
Filling 6 Line F6L1001;F UNV 6LINE AQ;16/10/2018;660
Filling 6 Line F6L1001;F UNV 6LINE AQ;17/10/2018;730
Filling 6 Line F6L1001;F UNV 6LINE AQ;18/10/2018;740
Filling 6 Line F6L1001;F UNV 6LINE AQ;19/10/2018;680
Filling 6 Line F6L1001;F UNV 6LINE AQ;20/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;21/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;22/10/2018;730
Filling 6 Line F6L1001;F UNV 6LINE AQ;23/10/2018;530
Filling 6 Line F6L1001;F UNV 6LINE AQ;24/10/2018;660
Filling 6 Line F6L1001;F UNV 6LINE AQ;25/10/2018;730
Filling 6 Line F6L1001;F UNV 6LINE AQ;26/10/2018;645
Filling 6 Line F6L1001;F UNV 6LINE AQ;27/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;28/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;29/10/2018;565
Filling 6 Line F6L1001;F UNV 6LINE AQ;30/10/2018;505
Filling 6 Line F6L1001;F UNV 6LINE AQ;31/10/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;01/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;02/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;03/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;04/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;05/11/2018;455
Filling 6 Line F6L1001;F UNV 6LINE AQ;06/11/2018;300
Filling 6 Line F6L1001;F UNV 6LINE AQ;07/11/2018;490
Filling 6 Line F6L1001;F UNV 6LINE AQ;08/11/2018;535
Filling 6 Line F6L1001;F UNV 6LINE AQ;09/11/2018;485
Filling 6 Line F6L1001;F UNV 6LINE AQ;10/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;11/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;12/11/2018;480
Filling 6 Line F6L1001;F UNV 6LINE AQ;13/11/2018;195
Filling 6 Line F6L1001;F UNV 6LINE AQ;14/11/2018;445
Filling 6 Line F6L1001;F UNV 6LINE AQ;15/11/2018;285
Filling 6 Line F6L1001;F UNV 6LINE AQ;16/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;17/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;18/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;19/11/2018;535
Filling 6 Line F6L1001;F UNV 6LINE AQ;20/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;21/11/2018;240
Filling 6 Line F6L1001;F UNV 6LINE AQ;22/11/2018;630
Filling 6 Line F6L1001;F UNV 6LINE AQ;23/11/2018;250
Filling 6 Line F6L1001;F UNV 6LINE AQ;24/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;25/11/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;26/11/2018;310
Filling 6 Line F6L1001;F UNV 6LINE AQ;27/11/2018;675
Filling 6 Line F6L1001;F UNV 6LINE AQ;28/11/2018;560
Filling 6 Line F6L1001;F UNV 6LINE AQ;29/11/2018;310
Filling 6 Line F6L1001;F UNV 6LINE AQ;30/11/2018;335
Filling 6 Line F6L1001;F UNV 6LINE AQ;01/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;02/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;03/12/2018;395
Filling 6 Line F6L1001;F UNV 6LINE AQ;04/12/2018;115
Filling 6 Line F6L1001;F UNV 6LINE AQ;05/12/2018;120
Filling 6 Line F6L1001;F UNV 6LINE AQ;06/12/2018;120
Filling 6 Line F6L1001;F UNV 6LINE AQ;07/12/2018;110
Filling 6 Line F6L1001;F UNV 6LINE AQ;08/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;09/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;10/12/2018;235
Filling 6 Line F6L1001;F UNV 6LINE AQ;11/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;12/12/2018;240
Filling 6 Line F6L1001;F UNV 6LINE AQ;13/12/2018;255
Filling 6 Line F6L1001;F UNV 6LINE AQ;14/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;15/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;16/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;17/12/2018;225
Filling 6 Line F6L1001;F UNV 6LINE AQ;18/12/2018;225
Filling 6 Line F6L1001;F UNV 6LINE AQ;19/12/2018;225
Filling 6 Line F6L1001;F UNV 6LINE AQ;20/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;21/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;22/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;23/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;24/12/2018;150
Filling 6 Line F6L1001;F UNV 6LINE AQ;25/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;26/12/2018;335
Filling 6 Line F6L1001;F UNV 6LINE AQ;27/12/2018;110
Filling 6 Line F6L1001;F UNV 6LINE AQ;28/12/2018;265
Filling 6 Line F6L1001;F UNV 6LINE AQ;29/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;30/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;31/12/2018;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;01/01/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;02/01/2019;435
Filling 6 Line F6L1001;F UNV 6LINE AQ;03/01/2019;555
Filling 6 Line F6L1001;F UNV 6LINE AQ;04/01/2019;565
Filling 6 Line F6L1001;F UNV 6LINE AQ;05/01/2019;595
Filling 6 Line F6L1001;F UNV 6LINE AQ;06/01/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;07/01/2019;560
Filling 6 Line F6L1001;F UNV 6LINE AQ;08/01/2019;685
Filling 6 Line F6L1001;F UNV 6LINE AQ;09/01/2019;395
Filling 6 Line F6L1001;F UNV 6LINE AQ;10/01/2019;490
Filling 6 Line F6L1001;F UNV 6LINE AQ;11/01/2019;445
Filling 6 Line F6L1001;F UNV 6LINE AQ;12/01/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;13/01/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;14/01/2019;270
Filling 6 Line F6L1001;F UNV 6LINE AQ;15/01/2019;460
Filling 6 Line F6L1001;F UNV 6LINE AQ;16/01/2019;650
Filling 6 Line F6L1001;F UNV 6LINE AQ;17/01/2019;625
Filling 6 Line F6L1001;F UNV 6LINE AQ;18/01/2019;475
Filling 6 Line F6L1001;F UNV 6LINE AQ;19/01/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;20/01/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;21/01/2019;250
Filling 6 Line F6L1001;F UNV 6LINE AQ;22/01/2019;295
Filling 6 Line F6L1001;F UNV 6LINE AQ;23/01/2019;380
Filling 6 Line F6L1001;F UNV 6LINE AQ;24/01/2019;690
Filling 6 Line F6L1001;F UNV 6LINE AQ;25/01/2019;195
Filling 6 Line F6L1001;F UNV 6LINE AQ;26/01/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;27/01/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;28/01/2019;435
Filling 6 Line F6L1001;F UNV 6LINE AQ;29/01/2019;550
Filling 6 Line F6L1001;F UNV 6LINE AQ;30/01/2019;655
Filling 6 Line F6L1001;F UNV 6LINE AQ;31/01/2019;745
Filling 6 Line F6L1001;F UNV 6LINE AQ;01/02/2019;380
Filling 6 Line F6L1001;F UNV 6LINE AQ;02/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;03/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;04/02/2019;300
Filling 6 Line F6L1001;F UNV 6LINE AQ;05/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;06/02/2019;265
Filling 6 Line F6L1001;F UNV 6LINE AQ;07/02/2019;395
Filling 6 Line F6L1001;F UNV 6LINE AQ;08/02/2019;605
Filling 6 Line F6L1001;F UNV 6LINE AQ;09/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;10/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;11/02/2019;500
Filling 6 Line F6L1001;F UNV 6LINE AQ;12/02/2019;640
Filling 6 Line F6L1001;F UNV 6LINE AQ;13/02/2019;570
Filling 6 Line F6L1001;F UNV 6LINE AQ;14/02/2019;270
Filling 6 Line F6L1001;F UNV 6LINE AQ;15/02/2019;400
Filling 6 Line F6L1001;F UNV 6LINE AQ;16/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;17/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;18/02/2019;435
Filling 6 Line F6L1001;F UNV 6LINE AQ;19/02/2019;600
Filling 6 Line F6L1001;F UNV 6LINE AQ;20/02/2019;550
Filling 6 Line F6L1001;F UNV 6LINE AQ;21/02/2019;505
Filling 6 Line F6L1001;F UNV 6LINE AQ;22/02/2019;350
Filling 6 Line F6L1001;F UNV 6LINE AQ;23/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;24/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;25/02/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;26/02/2019;530
Filling 6 Line F6L1001;F UNV 6LINE AQ;27/02/2019;610
Filling 6 Line F6L1001;F UNV 6LINE AQ;28/02/2019;450
Filling 6 Line F6L1001;F UNV 6LINE AQ;01/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;02/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;03/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;04/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;05/03/2019;485
Filling 6 Line F6L1001;F UNV 6LINE AQ;06/03/2019;1115
Filling 6 Line F6L1001;F UNV 6LINE AQ;07/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;08/03/2019;840
Filling 6 Line F6L1001;F UNV 6LINE AQ;09/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;10/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;11/03/2019;680
Filling 6 Line F6L1001;F UNV 6LINE AQ;12/03/2019;530
Filling 6 Line F6L1001;F UNV 6LINE AQ;13/03/2019;645
Filling 6 Line F6L1001;F UNV 6LINE AQ;14/03/2019;745
Filling 6 Line F6L1001;F UNV 6LINE AQ;15/03/2019;560
Filling 6 Line F6L1001;F UNV 6LINE AQ;16/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;17/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;18/03/2019;605
Filling 6 Line F6L1001;F UNV 6LINE AQ;19/03/2019;660
Filling 6 Line F6L1001;F UNV 6LINE AQ;20/03/2019;550
Filling 6 Line F6L1001;F UNV 6LINE AQ;21/03/2019;570
Filling 6 Line F6L1001;F UNV 6LINE AQ;22/03/2019;215
Filling 6 Line F6L1001;F UNV 6LINE AQ;23/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;24/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;25/03/2019;630
Filling 6 Line F6L1001;F UNV 6LINE AQ;26/03/2019;735
Filling 6 Line F6L1001;F UNV 6LINE AQ;27/03/2019;210
Filling 6 Line F6L1001;F UNV 6LINE AQ;28/03/2019;420
Filling 6 Line F6L1001;F UNV 6LINE AQ;29/03/2019;520
Filling 6 Line F6L1001;F UNV 6LINE AQ;30/03/2019;0
Filling 6 Line F6L1001;F UNV 6LINE AQ;31/03/2019;0
